FID,MUN_CD_MUN,MUN_NM_MUN,MUN_UF,MUN_NM_PRE,MUN_SIGLA_,MUN_POPU_2,MUN_ICS,MUN_IFSUTI,MUN_ISCST,MUN_C_GERA,MUN_C_REMA,MUN_EFIC_1,MUN_ICT_FI
185,1702901,Axixá do Tocantins,TO,Prefeitura Municipal de Axixá do Tocantins,PM,7914,0,0.52486550322,71.407951712,427,426,0.314919302,28.0671827844
186,1703008,Babaçulândia,TO,Prefeitura Municipal de Babaçulândia,PM,5069,0.93325218097,28.8090890647,70.257658754,273,226,17.285453439,0
187,1703057,Bandeirantes do Tocantins,TO,Prefeitura Municipal de Bandeirantes do Tocantins,PM,1800,0.83086053413,2.55192878338,96.617210682,97,95,1.53115727,0
188,1703073,Barra do Ouro,TO,Prefeitura Municipal de Barra do Ouro,PM,2317,0.04574565416,0,99.954254346,125,125,0,0
189,1703107,Barrolândia,TO,Prefeitura Municipal de Barrolândia,PM,4653,4.44295601697,24.7599910694,70.797052914,251,213,14.855994642,0
190,1703206,Bernardo Sayão,TO,Prefeitura Municipal de Bernardo Sayão,PM,2232,1.41746684957,23.9597622314,74.622770919,120,103,14.375857339,0
191,1703305,Bom Jesus do Tocantins,TO,Prefeitura Municipal de Bom Jesus do Tocantins,PM,3181,0.53078556263,35.9518754423,63.517338995,171,134,21.571125265,0
192,1703602,Brasilândia do Tocantins,TO,Prefeitura Municipal de Brasilândia do Tocantins,PM,1499,6.96378830084,0,93.036211699,80,80,0,0
193,1703701,Brejinho de Nazaré,TO,Prefeitura Municipal de Brejinho de Nazaré,PM,4369,0.3337306317,7.65196662694,92.014302741,235,225,4.591179976,0
194,1703800,Buriti do Tocantins,TO,Prefeitura Municipal de Buriti do Tocantins,PM,8029,0.36222162597,25.5030855916,74.134692782,433,367,15.301851355,0
195,1703826,Cachoeirinha,TO,Prefeitura Municipal de Cachoeirinha,PM,1802,0,1.03986135182,78.971692663,97,84,13.616406701,19.988445985
196,1703842,Campos Lindos,TO,Prefeitura Municipal de Campos Lindos,PM,5329,2.71840630836,0,97.281593692,287,287,0,0
197,1703867,Cariri do Tocantins,TO,Prefeitura Municipal de Cariri do Tocantins,PM,2259,0.14333492594,39.7993311037,60.05733397,121,92,23.879598662,0
198,1703883,Carmolândia,TO,Prefeitura Municipal de Carmolândia,PM,1935,1.09649122807,46.7653508772,52.138157895,104,75,28.059210526,0
199,1703891,Carrasco Bonito,TO,Companhia de Saneamento do Tocantins,SANEATINS,2083,0,22.1148957804,17.88510422,112,41,63.068937468,60
200,1703909,Caseara,TO,Prefeitura Municipal de Caseara,PM,2954,5.18816222141,3.72670807453,91.085129704,159,155,2.236024845,0
201,1704105,Centenário,TO,Prefeitura Municipal de Centenário,PM,1604,0,43.6835106383,56.316489362,86,63,26.210106383,0
202,1704600,Chapada de Areia,TO,Prefeitura Municipal de Chapada de Areia,PM,778,0.13351134847,0.40053404539,99.465954606,42,41,0.240320427,0
203,1705102,Chapada da Natividade,TO,Prefeitura Municipal de Chapada da Natividade,PM,1699,0.96618357488,93.961352657,5.072463768,91,40,56.376811594,0
204,1705508,Colinas do Tocantins,TO,Companhia de Saneamento do Tocantins,SANEATINS,31758,0,10.4637416827,69.179585909,1714,1397,18.492248455,20.3566724086
205,1705557,Combinado,TO,Prefeitura Municipal de Combinado,PM,4135,0.6,13.075,86.325,223,205,7.845,0
206,1705607,Conceição do Tocantins,TO,Prefeitura Municipal de Conceição do Tocantins,PM,2951,2.30161456544,9.72174510477,87.97664033,159,150,5.833047063,0
207,1706001,Couto de Magalhães,TO,Prefeitura Municipal de Couto de Magalhães,PM,1999,1.16772823779,59.4479830149,39.384288747,107,69,35.668789809,0
208,1706100,Cristalândia,TO,Prefeitura Municipal de Cristalândia,PM,6059,1.13099257259,6.27954085078,92.589466577,327,314,3.76772451,0
209,1706258,Crixás do Tocantins,TO,Prefeitura Municipal de Crixás do Tocantins,PM,921,1.37614678899,39.3348623853,59.288990826,49,37,23.600917431,0
210,1706506,Darcinópolis,TO,Prefeitura Municipal de Darcinópolis,PM,3752,34.5657781599,28.8907996561,36.543422184,202,167,17.334479794,0
211,1707009,Dianópolis,TO,Prefeitura Municipal de Dianópolis,PM,17695,1.03381172464,13.8348333739,85.131354902,955,876,8.300900024,0
212,1707108,Divinópolis do Tocantins,TO,Prefeitura Municipal de Divinópolis do Tocantins,PM,4689,0.58217644425,5.1500223914,94.267801164,253,245,3.090013435,0
213,1707207,Dois Irmãos do Tocantins,TO,Prefeitura Municipal de Dois Irmãos do Tocantins,PM,2838,0.28808066259,31.1847317249,68.527187612,153,124,18.710839035,0
214,1707306,Dueré,TO,Prefeitura Municipal de Dueré,PM,3139,1.40752864157,18.6906710311,79.901800327,169,150,11.214402619,0
215,1707405,Esperantina,TO,Agência Tocantinense de Saneamento,ATS,4968,27.0264412657,7.71564802774,65.257910707,268,255,4.629388817,0
216,1707553,Fátima,TO,Prefeitura Municipal de Fátima,PM,3207,0.54226475279,59.6172248804,39.840510367,173,111,35.770334928,0
217,1707652,Figueirópolis,TO,Prefeitura Municipal de Figueirópolis,PM,4115,1.52935372472,56.3640848545,42.106561421,222,147,33.818450913,0
218,1707702,Filadélfia,TO,Prefeitura Municipal de Filadélfia,PM,5730,1.44456482485,2.13073311665,96.424702059,309,305,1.27843987,0
219,1708205,Formoso do Araguaia,TO,Prefeitura Municipal de Formoso do Araguaia,PM,13606,1.22253056326,17.8729468237,80.904522613,734,655,10.723768094,0
220,1708254,Fortaleza do Tabocão,TO,Prefeitura Municipal de Fortaleza do Tabocão,PM,2056,1.82926829268,1.11788617886,97.052845528,111,110,0.670731707,0
221,1708304,Goianorte,TO,Prefeitura Municipal de Goianorte,PM,2849,0.03623188406,17.0289855072,82.934782609,153,138,10.217391304,0
222,1709005,Goiatins,TO,Prefeitura Municipal de Goiatins,PM,5187,1.49525156597,0.86886239644,97.635886038,280,278,0.521317438,0
223,1709302,Guaraí,TO,Companhia de Saneamento do Tocantins,SANEATINS,22429,0,15.65221507,75.004733056,1211,1029,14.997160167,9.34305187429
224,1709500,Gurupi,TO,Companhia de Saneamento do Tocantins,SANEATINS,79922,0,26.4386666667,47.561333333,4315,2598,39.7832,26
225,1709807,Ipueiras,TO,Prefeitura Municipal de Ipueiras,PM,1054,3.44467640919,95.9290187891,0.626304802,56,24,57.557411274,0
226,1710508,Itacajá,TO,Serviço Municipal de Água e Esgoto,SEMAE,4429,0,20,0,239,66,72,80
227,1710706,Itaguatins,TO,Prefeitura Municipal de Itaguatins,PM,3431,30.035335689,2.59128386337,67.373380448,185,182,1.554770318,0
228,1710904,Itapiratins,TO,Prefeitura Municipal de Itapiratins,PM,2000,0.47021943574,0.26123301985,99.268547544,108,107,0.156739812,0
229,1711100,Itaporã do Tocantins,TO,Prefeitura Municipal de Itaporã do Tocantins,PM,1590,0.70377479207,3.51887396033,95.777351248,85,84,2.111324376,0
230,1711506,Jaú do Tocantins,TO,Prefeitura Municipal de Jaú do Tocantins,PM,1381,1.52671755725,1.06870229008,97.404580153,74,74,0.641221374,0
231,1711803,Juarina,TO,Prefeitura Municipal de Juarina,PM,1047,0.19361084221,32.1393998064,67.666989351,56,45,19.283639884,0
232,1711902,Lagoa da Confusão,TO,Prefeitura Municipal de Lagoa da Confusão,PM,7148,1.05811749842,8.14908401769,90.792798484,385,367,4.889450411,0
233,1711951,Lagoa do Tocantins,TO,Prefeitura Municipal de Lagoa do Tocantins,PM,2790,0.07880220646,38.219070134,61.70212766,150,116,22.93144208,0
234,1712009,Lajeado,TO,Prefeitura Municipal de Lajeado,PM,2309,7.8485687904,44.5983379501,47.55309326,124,91,26.75900277,0
235,1712157,Lavandeira,TO,Prefeitura Municipal de Lavandeira,PM,1115,5.47409579668,23.3626588465,71.163245357,60,51,14.017595308,0
236,1712405,Lizarda,TO,Prefeitura Municipal de Lizarda,PM,2639,1.20015485869,75.6484707704,23.151374371,142,77,45.389082462,0
237,1712454,Luzinópolis,TO,Prefeitura Municipal de Luzinópolis,PM,1819,0.4776119403,0,99.52238806,98,98,0,0
238,1712504,Marianópolis do Tocantins,TO,Prefeitura Municipal de Marianópolis do Tocantins,PM,2590,0.25178346622,0.41963911037,99.328577423,139,139,0.251783466,0
239,1712702,Mateiros,TO,Prefeitura Municipal de Mateiros,PM,1549,4.5871559633,9.95059985886,85.462244178,83,78,5.970359915,0
240,1712801,Maurilândia do Tocantins,TO,Prefeitura Municipal de Maurilândia do Tocantins,PM,2119,0,23.4010907288,76.598909271,114,98,14.040654437,0
241,1713205,Miracema do Tocantins,TO,Prefeitura Municipal de Miracema do Tocantins,PM,17555,1.05368790768,10.0574232034,88.888888889,947,890,6.034453922,0
242,1713304,Miranorte,TO,Prefeitura Municipal de Miranorte,PM,11509,2.25625226531,0.25371511417,97.490032621,621,620,0.152229069,0
243,1713601,Monte do Carmo,TO,Prefeitura Municipal de Monte do Carmo,PM,3126,0.65949323152,38.5977091288,60.74279764,168,129,23.158625477,0
244,1713700,Monte Santo do Tocantins,TO,Prefeitura Municipal de Monte Santo do Tocantins,PM,474,0.22222222222,32.8888888889,66.888888889,25,20,19.733333333,0
245,1713809,Palmeiras do Tocantins,TO,Prefeitura Municipal de Palmeiras do Tocantins,PM,3480,1.57797029703,0.49504950495,97.926980198,187,187,0.297029703,0
246,1713957,Muricilândia,TO,Prefeitura Municipal de Muricilândia,PM,1916,1,7.66666666667,91.333333333,103,98,4.6,0
247,1714203,Natividade,TO,Prefeitura Municipal de Natividade,PM,7409,0.48644892286,40.361362057,59.15218902,400,303,24.216817234,0
248,1714302,Nazaré,TO,Prefeitura Municipal de Nazaré,PM,1952,2.10949271723,0,97.890507283,105,105,0,0
249,1714880,Nova Olinda,TO,Prefeitura Municipal de Nova Olinda,PM,7895,1.28600133958,9.72538513061,88.98861353,426,401,5.835231078,0
250,1715002,Nova Rosalândia,TO,Prefeitura Municipal de Nova Rosalândia,PM,2630,1.37763371151,0,98.622366288,142,142,0,0
251,1715101,Novo Acordo,TO,Prefeitura Municipal de Novo Acordo,PM,3313,3.56795329225,36.2633798248,60.168666883,178,139,21.758027895,0
252,1715150,Novo Alegre,TO,Prefeitura Municipal de Novo Alegre,PM,1746,0,24.602707475,75.397292525,94,80,14.761624485,0
253,1715259,Novo Jardim,TO,Prefeitura Municipal de Novo Jardim,PM,1879,1.01351351351,39.0765765766,59.90990991,101,77,23.445945946,0
254,1715507,Oliveira de Fátima,TO,Prefeitura Municipal de Oliveira de Fátima,PM,855,1.46878824969,9.4247246022,89.106487148,46,43,5.654834761,0
255,1715705,Palmeirante,TO,Prefeitura Municipal de Palmeirante,PM,2112,0.10384215992,6.38629283489,93.509865005,114,109,3.831775701,0
256,1715754,Palmeirópolis,TO,Prefeitura Municipal de Palmeirópolis,PM,6194,1.85587694365,10.1153653235,88.028757733,334,314,6.069219194,0
257,1716109,Paraíso do Tocantins,TO,Companhia de Saneamento do Tocantins,SANEATINS,45635,0,13.290796506,79.700044734,2464,2164,12.179973159,7.00915875968
258,1716208,Paranã,TO,Prefeitura Municipal de Paranã,PM,4833,0.40254237288,0.5720338983,99.025423729,260,260,0.343220339,0
259,1716307,Pau D Arco,TO,Prefeitura Municipal de Pau D Arco,PM,3016,1.93103448276,18.2068965517,79.862068965,162,145,10.924137931,0
260,1716505,Pedro Afonso,TO,Prefeitura Municipal de Pedro Afonso,PM,10841,3.42452076677,56.8690095847,39.706469649,585,385,34.121405751,0
261,1716604,Peixe,TO,Companhia de Saneamento do Tocantins,SANEATINS,5583,0,14.5749761223,62.425023878,301,210,30.134985673,23
262,1716653,Pequizeiro,TO,Prefeitura Municipal de Pequizeiro,PM,2509,0.16736401674,52.9707112971,46.861924686,135,92,31.782426778,0
263,1716703,Colméia,TO,Prefeitura Municipal de Colméia,PM,6393,1.83673469388,35.2119309262,62.95133438,345,272,21.127158556,0
264,1717008,Pindorama do Tocantins,TO,Prefeitura Municipal de Pindorama do Tocantins,PM,2993,1.08585001697,34.882931795,64.031218188,161,127,20.929759077,0
265,1717206,Piraquê,TO,Prefeitura Municipal de Piraquê,PM,1159,0.08912655971,0,99.91087344,62,62,0,0
266,1717503,Pium,TO,Prefeitura Municipal de Pium,PM,4047,1.00555702567,29.8756284731,69.118814501,218,179,17.925377084,0
267,1717800,Ponte Alta do Bom Jesus,TO,Prefeitura Municipal de Ponte Alta do Bom Jesus,PM,2562,0.35985605758,2.95881647341,96.681327469,138,135,1.775289884,0
268,1717909,Ponte Alta do Tocantins,TO,Prefeitura Municipal de Ponte Alta do Tocantins,PM,4809,5.10271703115,1.06030483764,93.836978131,259,258,0.636182903,0
269,1718006,Porto Alegre do Tocantins,TO,Prefeitura Municipal de Porto Alegre do Tocantins,PM,2040,1.56331422616,7.34757686295,91.089108911,110,105,4.408546118,0
270,1718204,Porto Nacional,TO,Companhia de Saneamento do Tocantins,SANEATINS,44468,0,11,0,2401,362,84.92,89
271,1718303,Praia Norte,TO,Agência Tocantinense de Saneamento,ATS,4717,31.7591763653,0.71620411817,67.524619517,254,253,0.429722471,0
272,1718402,Presidente Kennedy,TO,Prefeitura Municipal de Presidente Kennedy,PM,3293,1.05361016424,19.7087077781,79.237682058,177,156,11.825224667,0
273,1718451,Pugmil,TO,Prefeitura Municipal de Pugmil,PM,2139,0.64870259481,0.99800399202,98.353293413,115,114,0.598802395,0
274,1718501,Recursolândia,TO,Prefeitura Municipal de Recursolândia,PM,2128,0.45226130653,23.5175879397,76.030150754,114,98,14.110552764,0
275,1718550,Riachinho,TO,Prefeitura Municipal de Riachinho,PM,1917,0.33112582782,0.7174392936,98.951434879,103,103,0.430463576,0
276,1718659,Rio da Conceição,TO,Prefeitura Municipal de Rio da Conceição,PM,1740,0.5082592122,43.7738246506,55.717916137,93,69,26.26429479,0
277,1718709,Rio dos Bois,TO,Prefeitura Municipal de Rio dos Bois,PM,1087,0,5.44217687075,94.557823129,58,56,3.265306122,0
278,1718758,Rio Sono,TO,Prefeitura Municipal de Rio Sono,PM,2486,0,5.81636892397,94.183631076,134,129,3.489821354,0
279,1718808,Sampaio,TO,Agência Tocantinense de Saneamento,ATS,3859,0,0.68259385665,78.858059133,208,173,16.756275338,20.45934701
280,1718840,Sandolândia,TO,Prefeitura Municipal de Sandolândia,PM,1809,0.22675736962,1.07709750567,98.696145125,97,97,0.646258503,0
281,1718865,Santa Fé do Araguaia,TO,Serviço de Autônomo de Água e Esgoto,SAAE,4676,1.89757658893,34.247828075,63.854595336,252,200,20.548696845,0
282,1718881,Santa Maria do Tocantins,TO,Prefeitura Municipal de Santa Maria do Tocantins,PM,1873,0.28985507246,20.4637681159,79.246376812,101,88,12.27826087,0
283,1718899,Santa Rita do Tocantins,TO,Prefeitura Municipal de Santa Rita do Tocantins,PM,973,1.52505446623,48.9106753813,49.564270153,52,37,29.346405229,0
284,1718907,Santa Rosa do Tocantins,TO,Prefeitura Municipal de Santa Rosa do Tocantins,PM,3066,0.27146250424,53.2745164574,46.454021038,165,112,31.964709874,0
285,1719004,Santa Tereza do Tocantins,TO,Prefeitura Municipal de Santa Tereza do Tocantins,PM,1726,1.79455445545,0.24752475247,97.957920792,93,93,0.148514851,0
286,1720002,Santa Terezinha do Tocantins,TO,Prefeitura Municipal de Santa Terezinha do Tocantins,PM,1638,0.37641154329,0.81555834379,98.808030113,88,88,0.489335006,0
287,1720101,São Bento do Tocantins,TO,Prefeitura Municipal de São Bento do Tocantins,PM,2920,0.9941089838,6.14874815906,92.857142857,157,151,3.689248895,0
288,1720150,São Félix do Tocantins,TO,Prefeitura Municipal de São Félix do Tocantins,PM,983,0,89.0440386681,10.955961332,53,24,53.426423201,0
289,1720200,São Miguel do Tocantins,TO,Prefeitura Municipal de São Miguel do Tocantins,PM,2739,0.47114252061,0.19630938359,99.332548096,147,147,0.11778563,0
290,1720259,São Salvador do Tocantins,TO,Prefeitura Municipal de São Salvador do Tocantins,PM,1653,3.33753148615,24.1183879093,72.544080605,89,76,14.471032746,0
291,1720309,São Sebastião do Tocantins,TO,Prefeitura Municipal de São Sebastião do Tocantins,PM,3490,2.28449588791,2.68047517514,95.035028937,188,185,1.608285105,0
292,1720499,São Valério da Natividade,TO,Prefeitura Municipal de São Valério da Natividade,PM,2685,0.69775982372,3.89276533235,95.409474844,144,141,2.335659199,0
293,1720655,Silvanópolis,TO,Prefeitura Municipal de Silvanópolis,PM,4238,0.56636296479,0.4924895346,98.941147501,228,228,0.295493721,0
294,1720804,Sítio Novo do Tocantins,TO,Prefeitura Municipal de Sítio Novo do Tocantins,PM,4954,14.1333333333,2.27692307692,83.58974359,267,263,1.366153846,0
295,1720853,Sucupira,TO,Prefeitura Municipal de Sucupira,PM,1178,0,1.17540687161,98.824593128,63,63,0.705244123,0
296,1720903,Taguatinga,TO,Prefeitura Municipal de Taguatinga,PM,11248,11.254352122,4.60148677896,84.144161099,607,590,2.760892067,0
297,1720937,Taipas do Tocantins,TO,Prefeitura Municipal de Taipas do Tocantins,PM,1646,7.06486833654,68.1438664098,24.791265254,88,52,40.886319846,0
298,1720978,Talismã,TO,Hidroforte Administração e Operação Ltda,HIDROFORTE,1434,9.76916399652,2.8613352898,76.6793177,77,69,9.734438434,10.6901830135
299,1721000,Palmas,TO,Companhia de Saneamento do Tocantins,SANEATINS,250461,0,19,0,13524,1907,85.898921933,81
300,1721109,Tocantínia,TO,Prefeitura Municipal de Tocantínia,PM,3140,0.67681895093,39.3231810491,60,169,129,23.593908629,0
301,1721208,Tocantinópolis,TO,Companhia de Saneamento do Tocantins,SANEATINS,18760,0,6.04323616115,46.956763839,1013,595,41.225941697,47
302,1721257,Tupirama,TO,Prefeitura Municipal de Tupirama,PM,1015,2.68817204301,33.8709677419,63.440860215,54,43,20.322580645,0
303,1721307,Tupiratins,TO,Prefeitura Municipal de Tupiratins,PM,1189,0.09389671362,96.1502347418,3.755868545,64,27,57.690140845,0
304,1722081,Wanderlândia,TO,Prefeitura Municipal de Wanderlândia,PM,6119,0.73278800273,0.46012269939,98.807089298,330,329,0.27607362,0
305,1722107,Xambioá,TO,Prefeitura Municipal de Xambioá,PM,9952,0.67775723968,5.40151981926,93.920722941,537,519,3.240911892,0
306,2100055,Açailândia,MA,Serviço Autônomo de Água e Esgoto de Açailândia,SAAE,81052,3.10850364917,13.0053555223,83.886140829,4376,4035,7.803213313,0
307,2100105,Afonso Cunha,MA,Companhia de Saneamento Ambiental do Maranhão,CAEMA,3394,0.12368583797,0.12368583797,99.752628324,183,183,0.074211503,0
308,2100154,Água Doce do Maranhão,MA,Prefeitura Municipal de Água Doce do Maranhão,PM,3254,1.24481327801,0.86179380785,97.893392914,175,174,0.517076285,0
309,2100204,Alcântara,MA,Prefeitura Municipal de Alcântara,PM,6338,1.98468510705,8.42319112361,89.592123769,342,324,5.053914674,0
310,2100303,Aldeias Altas,MA,Companhia de Saneamento Ambiental do Maranhão,CAEMA,14331,1.78964353821,11.1119260672,87.098430395,773,722,6.66715564,0
311,2100402,Altamira do Maranhão,MA,Prefeitura Municipal de Altamira do Maranhão,PM,3297,1.77552314521,0.5707038681,97.653772987,178,177,0.342422321,0
312,2100436,Alto Alegre do Maranhão,MA,Companhia de Saneamento Ambiental do Maranhão,CAEMA,20279,1.7394446165,22.9069887478,75.353566636,1095,944,13.744193249,0
313,2100477,Alto Alegre do Pindaré,MA,Prefeitura Municipal de Alto Alegre do Pindaré,PM,9891,1.9635771696,12.015464442,86.020958388,534,495,7.209278665,0
314,2100501,Alto Parnaíba,MA,Prefeitura Municipal de Alto Parnaíba,PM,7118,9.76916399652,1.90665907797,77.633993912,384,346,9.909945518,10.6901830135
315,2100550,Amapá do Maranhão,MA,Prefeitura Municipal de Amapá do Maranhão,PM,5020,0.41313778145,31.6050402809,67.981821938,271,219,18.963024169,0
316,2100600,Amarante do Maranhão,MA,Companhia de Saneamento Ambiental do Maranhão,CAEMA,15642,1.09970674487,8.84430818448,90.055985071,844,799,5.306584911,0
317,2100709,Anajatuba,MA,Prefeitura Municipal de Anajatuba,PM,7306,1.45402708482,18.3891660727,80.156806842,394,350,11.033499644,0
318,2100808,Anapurus,MA,Companhia de Saneamento Ambiental do Maranhão,CAEMA,7614,1.89838079285,6.82579564489,91.275823562,411,394,4.095477387,0
319,2100832,Apicum-Açu,MA,Prefeitura Municipal de Apicum-Açu,PM,10702,0.74219602707,1.17878192534,98.079022048,577,573,0.707269155,0
320,2100873,Araguanã,MA,Prefeitura Municipal de Araguanã,PM,5641,0.92988655384,11.1772363772,87.892877069,304,284,6.706341826,0
321,2100907,Araioses,MA,Companhia de Saneamento Ambiental do Maranhão,CAEMA,12558,1.25363221254,27.1149854711,71.631382316,678,567,16.268991283,0
322,2100956,Arame,MA,Companhia de Saneamento Ambiental do Maranhão,CAEMA,12616,11.0748147558,13.6403473827,75.284837861,681,625,8.18420843,0
323,2101004,Arari,MA,Prefeitura Municipal de Arari,PM,17789,6.03443344964,66.4588457359,27.506720815,960,577,39.875307442,0
324,2101103,Axixá,MA,Prefeitura Municipal de Axixá,PM,4826,0.91431001488,35.5092494153,63.57644057,260,205,21.305549649,0
325,2101202,Bacabal,MA,Serviço Autônomo de Água e Esgoto,SAAE,77860,5,95,0,4204,1807,57,0
